2345,95
2350,95
2355,95
5,120
10,120
20,120
25,120
0,115
5,115
10,115
15,115
20,115
25,115
0,110
5,110
10,110
15,110
20,110
25,110
0,105
5,105
10,105
15,105
20,105
25,105
0,100
5,100
10,100
15,100
20,100
25,100
0,95
5,95
10,95
15,95
20,95
25,95
35,120
40,120
50,120
55,120
30,115
35,115
40,115
45,115
50,115
55,115
30,110
35,110
40,110
45,110
50,110
55,110
30,105
35,105
40,105
45,105
50,105
55,105
30,100
35,100
40,100
45,100
50,100
55,100
30,95
35,95
40,95
45,95
50,95
55,95
105,120
110,120
120,120
125,120
100,115
105,115
110,115
115,115
120,115
125,115
100,110
105,110
110,110
115,110
120,110
125,110
100,105
105,105
110,105
115,105
120,105
125,105
100,100
105,100
110,100
115,100
120,100
125,100
100,95
105,95
110,95
115,95
120,95
125,95
135,120
140,120
150,120
155,120
130,115
135,115
140,115
145,115
150,115
155,115
130,110
135,110
140,110
145,110
150,110
155,110
130,105
135,105
140,105
145,105
150,105
155,105
130,100
135,100
140,100
145,100
150,100
155,100
130,95
135,95
140,95
145,95
150,95
155,95
1735,60
1740,60
1750,60
1755,60
1730,55
1735,55
1740,55
1745,55
1750,55
1755,55
1730,50
1735,50
1740,50
1745,50
1750,50
1755,50
1730,45
1735,45
1740,45
1745,45
1750,45
1755,45
1730,40
1735,40
1740,40
1745,40
1750,40
1755,40
1730,35
1735,35
1740,35
1745,35
1750,35
1755,35
1805,60
1810,60
1820,60
1825,60
1800,55
1805,55
1810,55
1815,55
1820,55
1825,55
1800,50
1805,50
1810,50
1815,50
1820,50
1825,50
1800,45
1805,45
1810,45
1815,45
1820,45
1825,45
1800,40
1805,40
1810,40
1815,40
1820,40
1825,40
1800,35
1805,35
1810,35
1815,35
1820,35
1825,35
1835,60
1840,60
1850,60
1855,60
1830,55
1835,55
1840,55
1845,55
1850,55
1855,55
1830,50
1835,50
1840,50
1845,50
1850,50
1855,50
1830,45
1835,45
1840,45
1845,45
1850,45
1855,45
1830,40
1835,40
1840,40
1845,40
1850,40
1855,40
1830,35
1835,35
1840,35
1845,35
1850,35
1855,35
1905,60
1910,60
1920,60
1925,60
1900,55
1905,55
1910,55
1915,55
1920,55
1925,55
1900,50
1905,50
1910,50
1915,50
1920,50
1925,50
1900,45
1905,45
1910,45
1915,45
1920,45
1925,45
1900,40
1905,40
1910,40
1915,40
1920,40
1925,40
1900,35
1905,35
1910,35
1915,35
1920,35
1925,35
1935,60
1940,60
1950,60
1955,60
1930,55
1935,55
1940,55
1945,55
1950,55
1955,55
1930,50
1935,50
1940,50
1945,50
1950,50
1955,50
1930,45
1935,45
1940,45
1945,45
1950,45
1955,45
1930,40
1935,40
1940,40
1945,40
1950,40
1955,40
1930,35
1935,35
1940,35
1945,35
1950,35
1955,35
2005,60
2010,60
2020,60
2025,60
2000,55
2005,55
2010,55
2015,55
2020,55
2025,55
2000,50
2005,50
2010,50
2015,50
2020,50
2025,50
2000,45
2005,45
2010,45
2015,45
2020,45
2025,45
2000,40
2005,40
2010,40
2015,40
2020,40
2025,40
2000,35
2005,35
2010,35
2015,35
2020,35
2025,35
2035,60
2040,60
2050,60
2055,60
2030,55
2035,55
2040,55
2045,55
2050,55
2055,55
2030,50
2035,50
2040,50
2045,50
2050,50
2055,50
2030,45
2035,45
2040,45
2045,45
2050,45
2055,45
2030,40
2035,40
2040,40
2045,40
2050,40
2055,40
2030,35
2035,35
2040,35
2045,35
2050,35
2055,35
205,120
210,120
220,120
225,120
200,115
205,115
210,115
215,115
220,115
225,115
200,110
205,110
210,110
215,110
220,110
225,110
200,105
205,105
210,105
215,105
220,105
225,105
200,100
205,100
210,100
215,100
220,100
225,100
200,95
205,95
210,95
215,95
220,95
225,95
235,120
240,120
250,120
255,120
230,115
235,115
240,115
245,115
250,115
255,115
230,110
235,110
240,110
245,110
250,110
255,110
230,105
235,105
240,105
245,105
250,105
255,105
230,100
235,100
240,100
245,100
250,100
255,100
230,95
235,95
240,95
245,95
250,95
255,95
305,120
310,120
320,120
325,120
300,115
305,115
310,115
315,115
320,115
325,115
300,110
305,110
310,110
315,110
320,110
325,110
300,105
305,105
310,105
315,105
320,105
325,105
300,100
305,100
310,100
315,100
320,100
325,100
300,95
305,95
310,95
315,95
320,95
325,95
335,120
340,120
350,120
355,120
330,115
335,115
340,115
345,115
350,115
355,115
330,110
335,110
340,110
345,110
350,110
355,110
330,105
335,105
340,105
345,105
350,105
355,105
330,100
335,100
340,100
345,100
350,100
355,100
330,95
335,95
340,95
345,95
350,95
355,95
405,120
410,120
420,120
425,120
400,115
405,115
410,115
415,115
420,115
425,115
400,110
405,110
410,110
415,110
420,110
425,110
400,105
405,105
410,105
415,105
420,105
425,105
400,100
405,100
410,100
415,100
420,100
425,100
400,95
405,95
410,95
415,95
420,95
425,95
1205,120
1210,120
1220,120
1225,120
1200,115
1205,115
1210,115
1215,115
1220,115
1225,115
1200,110
1205,110
1210,110
1215,110
1220,110
1225,110
1200,105
1205,105
1210,105
1215,105
1220,105
1225,105
1200,100
1205,100
1210,100
1215,100
1220,100
1225,100
1200,95
1205,95
1210,95
1215,95
1220,95
1225,95
1405,120
1410,120
1420,120
1425,120
1400,115
1405,115
1410,115
1415,115
1420,115
1425,115
1400,110
1405,110
1410,110
1415,110
1420,110
1425,110
1400,105
1405,105
1410,105
1415,105
1420,105
1425,105
1400,100
1405,100
1410,100
1415,100
1420,100
1425,100
1400,95
1405,95
1410,95
1415,95
1420,95
1425,95
1535,120
1540,120
1550,120
1555,120
1530,115
1535,115
1540,115
1545,115
1550,115
1555,115
1530,110
1535,110
1540,110
1545,110
1550,110
1555,110
1530,105
1535,105
1540,105
1545,105
1550,105
1555,105
1530,100
1535,100
1540,100
1545,100
1550,100
1555,100
1530,95
1535,95
1540,95
1545,95
1550,95
1555,95
2105,60
2110,60
2120,60
2125,60
2100,55
2105,55
2110,55
2115,55
2120,55
2125,55
2100,50
2105,50
2110,50
2115,50
2120,50
2125,50
2100,45
2105,45
2110,45
2115,45
2120,45
2125,45
2100,40
2105,40
2110,40
2115,40
2120,40
2125,40
2100,35
2105,35
2110,35
2115,35
2120,35
2125,35
2135,60
2140,60
2150,60
2155,60
2130,55
2135,55
2140,55
2145,55
2150,55
2155,55
2130,50
2135,50
2140,50
2145,50
2150,50
2155,50
2130,45
2135,45
2140,45
2145,45
2150,45
2155,45
2130,40
2135,40
2140,40
2145,40
2150,40
2155,40
2130,35
2135,35
2140,35
2145,35
2150,35
2155,35
2205,60
2210,60
2220,60
2225,60
2200,55
2205,55
2210,55
2215,55
2220,55
2225,55
2200,50
2205,50
2210,50
2215,50
2220,50
2225,50
2200,45
2205,45
2210,45
2215,45
2220,45
2225,45
2200,40
2205,40
2210,40
2215,40
2220,40
2225,40
2200,35
2205,35
2210,35
2215,35
2220,35
2225,35
2235,60
2240,60
2250,60
2255,60
2230,55
2235,55
2240,55
2245,55
2250,55
2255,55
2230,50
2235,50
2240,50
2245,50
2250,50
2255,50
2230,45
2235,45
2240,45
2245,45
2250,45
2255,45
2230,40
2235,40
2240,40
2245,40
2250,40
2255,40
2230,35
2235,35
2240,35
2245,35
2250,35
2255,35
2305,60
2310,60
2320,60
2325,60
2300,55
2305,55
2310,55
2315,55
2320,55
2325,55
2300,50
2305,50
2310,50
2315,50
2320,50
2325,50
2300,45
2305,45
2310,45
2315,45
2320,45
2325,45
2300,40
2305,40
2310,40
2315,40
2320,40
2325,40
2300,35
2305,35
2310,35
2315,35
2320,35
2325,35
2335,60
2340,60
2350,60
2355,60
2330,55
2335,55
2340,55
2345,55
2350,55
2355,55
2330,50
2335,50
2340,50
2345,50
2350,50
2355,50
2330,45
2335,45
2340,45
2345,45
2350,45
2355,45
2330,40
2335,40
2340,40
2345,40
2350,40
2355,40
2330,35
2335,35
2340,35
2345,35
2350,35
2355,35
1735,30
1740,30
1750,30
1755,30
1730,25
1735,25
1740,25
1745,25
1750,25
1755,25
1730,20
1735,20
1740,20
1745,20
1750,20
1755,20
1730,15
1735,15
1740,15
1745,15
1750,15
1755,15
1730,10
1735,10
1740,10
1745,10
1750,10
1755,10
1730,5
1735,5
1740,5
1745,5
1750,5
1755,5
1805,30
1810,30
1820,30
1825,30
1800,25
1805,25
1810,25
1815,25
1820,25
1825,25
1800,20
1805,20
1810,20
1815,20
1820,20
1825,20
1800,15
1805,15
1810,15
1815,15
1820,15
1825,15
1800,10
1805,10
1810,10
1815,10
1820,10
1825,10
1800,5
1805,5
1810,5
1815,5
1820,5
1825,5
1835,30
1840,30
1850,30
1855,30
1830,25
1835,25
1840,25
1845,25
1850,25
1855,25
1830,20
1835,20
1840,20
1845,20
1850,20
1855,20
1830,15
1835,15
1840,15
1845,15
1850,15
1855,15
1830,10
1835,10
1840,10
1845,10
1850,10
1855,10
1830,5
1835,5
1840,5
1845,5
1850,5
1855,5
1905,30
1910,30
1920,30
1925,30
1900,25
1905,25
1910,25
1915,25
1920,25
1925,25
1900,20
1905,20
1910,20
1915,20
1920,20
1925,20
1900,15
1905,15
1910,15
1915,15
1920,15
1925,15
1900,10
1905,10
1910,10
1915,10
1920,10
1925,10
1900,5
1905,5
1910,5
1915,5
1920,5
1925,5
1935,30
1940,30
1950,30
1955,30
1930,25
1935,25
1940,25
1945,25
1950,25
1955,25
1930,20
1935,20
1940,20
1945,20
1950,20
1955,20
1930,15
1935,15
1940,15
1945,15
1950,15
1955,15
1930,10
1935,10
1940,10
1945,10
1950,10
1955,10
1930,5
1935,5
1940,5
1945,5
1950,5
1955,5
2005,30
2010,30
2020,30
2025,30
2000,25
2005,25
2010,25
2015,25
2020,25
2025,25
2000,20
2005,20
2010,20
2015,20
2020,20
2025,20
2000,15
2005,15
2010,15
2015,15
2020,15
2025,15
2000,10
2005,10
2010,10
2015,10
2020,10
2025,10
2000,5
2005,5
2010,5
2015,5
2020,5
2025,5
2035,30
2040,30
2050,30
2055,30
2030,25
2035,25
2040,25
2045,25
2050,25
2055,25
2030,20
2035,20
2040,20
2045,20
2050,20
2055,20
2030,15
2035,15
2040,15
2045,15
2050,15
2055,15
2030,10
2035,10
2040,10
2045,10
2050,10
2055,10
2030,5
2035,5
2040,5
2045,5
2050,5
2055,5
2105,30
2110,30
2120,30
2125,30
2100,25
2105,25
2110,25
2115,25
2120,25
2125,25
2100,20
2105,20
2110,20
2115,20
2120,20
2125,20
2100,15
2105,15
2110,15
2115,15
2120,15
2125,15
2100,10
2105,10
2110,10
2115,10
2120,10
2125,10
2100,5
2105,5
2110,5
2115,5
2120,5
2125,5
2135,30
2140,30
2150,30
2155,30
2130,25
2135,25
2140,25
2145,25
2150,25
2155,25
2130,20
2135,20
2140,20
2145,20
2150,20
2155,20
2130,15
2135,15
2140,15
2145,15
2150,15
2155,15
2130,10
2135,10
2140,10
2145,10
2150,10
2155,10
2130,5
2135,5
2140,5
2145,5
2150,5
2155,5
2205,30
2210,30
2220,30
2225,30
2200,25
2205,25
2210,25
2215,25
2220,25
2225,25
2200,20
2205,20
2210,20
2215,20
2220,20
2225,20
2200,15
2205,15
2210,15
2215,15
2220,15
2225,15
2200,10
2205,10
2210,10
2215,10
2220,10
2225,10
2200,5
2205,5
2210,5
2215,5
2220,5
2225,5
2330,150
2300,150
2230,150
2200,150
2130,150
2100,150
2030,150
2000,150
1930,150
1900,150
1830,150
1800,150
1730,150
1700,150
1630,150
1600,150
1530,150
1500,150
1430,150
1400,150
1330,150
1300,150
1230,150
1200,150
1130,150
1100,150
1030,150
1000,150
930,150
900,150
830,150
800,150
730,150
700,150
630,150
600,150
530,150
500,150
430,150
400,150
330,150
300,150
230,150
200,150
130,150
100,150
30,150
0,150
2330,180
2300,180
2230,180
2200,180
2130,180
2100,180
2030,180
2000,180
1930,180
1900,180
1830,180
1800,180
1730,180
1700,180
1630,180
1600,180
1530,180
1500,180
1430,180
1400,180
1330,180
1300,180
1230,180
1200,180
1130,180
1100,180
1030,180
1000,180
930,180
900,180
830,180
800,180
730,180
700,180
630,180
600,180
530,180
500,180
430,180
400,180
330,180
300,180
230,180
200,180
130,180
100,180
30,180
0,180
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
-987,-987
